Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	GCA_013335335.1	GCA_013335765.1	GCF_000020465.1	GCF_001509575.1	EMN001-megahit_021	GOY005-megahit_001	PES001-megahit_018	PLV001-megahit_001	PLV001-megahit_002	RIG001-megahit_014	specificity	COG_category	Description	Preferred_name	EC	KEGG_ko	KEGG_Module	KEGG_Reaction	KEGG_rclass	PFAMs
sdhE		8-methylmenaquinol:fumarate reductase membrane anchor subunit	4	4	1	191	6034	96.0	1061.0		602	848	786	01749	01864	02426	01555							C. limicola	C	CoB--CoM heterodisulfide reductase	-	-	ko:K00241	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	CCG
rfbM		Mannose-1-phosphate guanylyltransferase RfbM	4	4	1	191	5849	99.0	199.0		1109	1109	1109	01751	01436	02283	01988							C. limicola	M	PFAM Nucleotidyl transferase	-	2.7.7.13	ko:K00971	M00114,M00361,M00362	R00885	RC00002	MannoseP_isomer,NTP_transferase
group_1376		hypothetical protein	4	4	1	191	2159	95.0	3178.0		1124	1124	1124	01757	01241	01204	01960							C. limicola	P	nitrite reductase [NAD(P)H] activity	-	1.2.3.3,1.6.5.2	ko:K00158,ko:K03809	-	R00207,R02964,R03643,R03816	RC00819,RC02745	FMN_red,Rieske,TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
group_1377		hypothetical protein	4	4	1	191	2164	95.0	3183.0		473	473	473	01760	01245	01200	01957							C. limicola	S	Membrane	-	-	-	-	-	-	-
group_1381	gcdB	Glutaconyl-CoA decarboxylase subunit beta	4	4	1	191	2804	97.0	690.0		1136	1136	1136	01773	00663	00922	00289							C. limicola	C	PFAM Na transporting methylmalonyl-CoA oxaloacetate decarboxylase beta subunit	-	4.1.1.3	ko:K01572	-	R00217	RC00040	OAD_beta
group_1382		hypothetical protein	4	4	1	191	2802	97.0	692.0		371	371	371	01775	00665	00924	00287							C. limicola	C	Oxaloacetate decarboxylase, gamma chain	-	-	-	-	-	-	OAD_gamma
group_1383	pccB	Propionyl-CoA carboxylase beta chain	4	4	1	191	2801	97.0	693.0		1541	1694	1655	01776	00666	00925	00286							C. limicola	I	PFAM carboxyl transferase	-	-	-	-	-	-	Carboxyl_trans
group_1387		hypothetical protein	4	4	1	191	1688	95.0	3017.0		614	614	614	01785	01682	01320	00185							C. limicola	S	TIGRFAM yecA family protein	-	-	ko:K07039	-	-	-	UPF0149
group_1393		hypothetical protein	4	4	1	191	3043	97.0	307.0		1034	1034	1034	01805	02279	00653	00023							C. limicola	-	-	-	-	-	-	-	-	-
group_1394	panC	Pantothenate synthetase	4	4	1	191	3009	97.0	275.0		851	851	851	01809	02306	00626	01687							C. limicola	H	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate	panC	6.3.2.1	ko:K01918	M00119	R02473	RC00096,RC00141	Pantoate_ligase
group_1395	rsmI	Ribosomal RNA small subunit methyltransferase I	4	4	1	191	3010	97.0	276.0		716	716	716	01810	02305	00627	01688							C. limicola	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	2.1.1.198	ko:K07056	-	-	-	TP_methylase
oppF		Oligopeptide transport ATP-binding protein OppF	4	4	1	191	3011	97.0	277.0		983	983	983	01811	02304	00628	01689							C. limicola	P	Belongs to the ABC transporter superfamily	-	-	ko:K02032,ko:K10823	M00239,M00439	-	-	ABC_tran,oligo_HPY
group_1397	sppA	Protease 4	4	4	1	191	3012	97.0	278.0		1793	1793	1793	01812	02303	00629	01690							C. limicola	OU	signal peptide peptidase SppA, 36K type	-	-	ko:K04773	-	-	-	Peptidase_S49
glnB_4		Nitrogen regulatory protein P-II	4	4	1	191	6519	95.0	365.0		341	341	341	01817	00854	00098	01921							C. limicola	K	Belongs to the P(II) protein family	-	-	ko:K04751	-	-	-	P-II
amt		Ammonia channel	4	4	1	191	6517	95.0	3432.0		230	1331	1054	01818	00318	00097	01920							C. limicola	P	PFAM Rh family protein ammonium transporter	-	-	ko:K03320	-	-	-	Ammonium_transp
group_1403		Epimerase family protein	4	4	1	191	6514	95.0	3435.0		389	941	803	01821	00093	00094	00761							C. limicola	S	PFAM NAD-dependent epimerase dehydratase	-	-	ko:K07071	-	-	-	DUF1731,Epimerase
group_1404		hypothetical protein	4	4	1	191	4959	95.0	1820.0		815	1121	1044	01830	00065	01710	01613							C. limicola	M	TIGRFAM efflux transporter, RND family, MFP subunit	-	-	-	-	-	-	HlyD_3
rpoE		ECF RNA polymerase sigma-E factor	4	4	1	191	118	100.0	130.0		608	608	608	01843	00154	00361	00603							C. limicola	K	PFAM sigma-70 region 2 domain protein	-	-	ko:K03088	-	-	-	Sigma70_r2,Sigma70_r4_2
bepA_3		Photosystem I assembly protein Ycf3	4	4	1	191	5163	95.0	2129.0		713	1397	1226	01846	00824	01874	01247							C. limicola	H	SMART Tetratricopeptide domain protein	-	-	-	-	-	-	TPR_1,TPR_16,TPR_2,TPR_8
group_1409	der	GTPase Der	4	4	1	191	892	96.0	493.0		767	1313	1176	01849	01188	00441	01821							C. limicola	S	GTPase that plays an essential role in the late steps of ribosome biogenesis	der	-	ko:K03977	-	-	-	KH_dom-like,MMR_HSR1
group_1413		hypothetical protein	4	4	1	191	2218	95.0	3226.0		218	221	220	01871	01279	01166	01831							C. limicola	-	-	-	-	-	-	-	-	-
group_1415		hypothetical protein	4	4	1	191	5083	95.0	2055.0		425	425	425	01883	01155	01802	00937							C. limicola	S	Uncharacterised protein family UPF0047	-	-	-	-	-	-	UPF0047
group_1417		hypothetical protein	4	4	1	191	619	97.0	215.0		1031	1031	1031	01886	00912	00577	00632							C. limicola	CG	Glycosyl transferase family 1	-	-	-	-	-	-	Glyco_trans_1_3
group_1419		hypothetical protein	4	4	1	191	1748	95.0	3067.0		758	758	758	01897	00339	01276	01188							C. limicola	M	metalloendopeptidase activity	rseP	-	ko:K11749	-	-	-	PDZ_2,Peptidase_M50
group_1423		hypothetical protein	4	4	1	191	1551	95.0	1543.0		1064	1067	1066	01909	01892	01437	01219							C. limicola	S	Lysylphosphatidylglycerol synthase TM region	-	-	-	-	-	-	LPG_synthase_TM
group_1424		hypothetical protein	4	4	1	191	6434	95.0	3520.0		389	389	389	01914	02137	00016	01584							C. limicola	J	Belongs to the UPF0102 family	-	-	ko:K07460	-	-	-	UPF0102
group_1425	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	4	4	1	191	6437	95.0	3517.0		863	863	863	01917	02134	00019	01587							C. limicola	E	Belongs to the transferase hexapeptide repeat family	-	2.3.1.117	ko:K00674	M00016	R04365	RC00004,RC01136	Hexapep,Hexapep_2,THDPS_N_2
group_1427		hypothetical protein	4	4	1	191	123	100.0	127.0		275	275	275	01921	00157	00364	00606							C. limicola	-	-	-	-	-	-	-	-	-
group_1429	tatC	Sec-independent protein translocase protein TatC	4	4	1	191	2256	95.0	3265.0		911	1019	992	01925	01305	01141	01062							C. limicola	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes	tatC	-	ko:K03118	M00336	-	-	TatC
group_1430	spk1	hypothetical protein	4	4	1	191	2252	95.0	3263.0		734	734	734	01927	01303	01143	01064							C. limicola	S	PFAM PASTA domain containing protein	-	2.7.11.1	ko:K08884,ko:K12132	-	-	-	PASTA
group_1431		hypothetical protein	4	4	1	191	2251	95.0	3262.0		197	197	197	01928	01302	01144	01065							C. limicola	-	-	-	-	-	-	-	-	-
group_1432		hypothetical protein	4	4	1	191	5616	95.0	1683.0	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	707	779	726	01932	01974	02151	01340							C. limicola	S	L,D-transpeptidase catalytic domain	-	-	-	-	-	-	YkuD_2
group_1436		putative zinc-binding alcohol dehydrogenase	4	4	1	191	2246	95.0	3253.0		956	956	956	01951	01297	01148	01070							C. limicola	E	PFAM Alcohol dehydrogenase GroES domain protein	-	-	-	-	-	-	ADH_N
group_1437		hypothetical protein	4	4	1	191	2241	95.0	3252.0		341	341	341	01952	01296	01149	01071							C. limicola	S	PFAM membrane protein of	-	-	ko:K08972	-	-	-	Phage_holin_4_2
folD		Bifunctional protein FolD protein	4	4	1	191	2239	95.0	3250.0		890	890	890	01954	01294	01151	01073							C. limicola	F	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate	folD	1.5.1.5,3.5.4.9	ko:K01491	M00140,M00377	R01220,R01655	RC00202,RC00578	THF_DHG_CYH,THF_DHG_CYH_C
group_1440		hypothetical protein	4	4	1	191	5990	96.0	953.0		170	170	170	01970	01835	02397	00577							C. limicola	S	response to antibiotic	-	-	-	-	-	-	Pmp3
group_1442	mntB	Manganese transport system membrane protein MntB	4	4	1	191	5993	96.0	958.0		818	818	818	01973	01838	02400	00580							C. limicola	P	ABC-3 protein	-	-	ko:K09816	M00242	-	-	ABC-3
group_1446	recG	ATP-dependent DNA helicase RecG	4	4	1	191	252	228.0	120.0		2120	2120	2120	01986	01646	00407	01466							C. limicola	L	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	recG	3.6.4.12	ko:K03655	-	-	-	DEAD,Helicase_C,RecG_wedge
cpoB		Cell division coordinator CpoB	4	4	1	191	5528	95.0	2540.0		626	626	626	01989	01949	02127	01537							C. limicola	S	SMART Tetratricopeptide domain protein	-	-	-	-	-	-	TPR_1,TPR_11,TPR_16,TPR_2,TPR_8
group_1448	pdxJ	Pyridoxine 5'-phosphate synthase	4	4	1	191	5090	95.0	2063.0		719	794	775	01993	01150	01807	00942							C. limicola	H	Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate	pdxJ	2.6.99.2	ko:K03474	M00124	R05838	RC01476	PdxJ
group_1449	pgsA_2	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	4	4	1	191	5086	95.0	2059.0		596	596	596	01995	01152	01805	00940							C. limicola	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	-	2.7.8.5	ko:K00995	-	R01801	RC00002,RC00017,RC02795	CDP-OH_P_transf
group_1453		hypothetical protein	4	4	1	191	859	96.0	459.0		719	719	719	02003	00992	00475	01807							C. limicola	S	Protein of unknown function (DUF1003)	-	-	-	-	-	-	DUF1003
group_1454		hypothetical protein	4	4	1	191	5155	95.0	2122.0		395	872	752	02006	00817	01867	01490							C. limicola	S	Protein of unknown function (DUF1207)	-	-	-	-	-	-	DUF1207
group_1457		hypothetical protein	4	4	1	191	774	96.0	321.0		422	458	449	02019	00252	00530	01939							C. limicola	-	-	-	-	-	-	-	-	PsiE
group_1458		hypothetical protein	4	4	1	191	5674	95.0	1627.0		1403	1403	1403	02027	01066	02202	02028							C. limicola	S	SMART metal-dependent phosphohydrolase, HD region	-	-	-	-	-	-	HD
group_1459		hypothetical protein	4	4	1	191	5678	95.0	1621.0		527	560	535	02031	01062	02206	00373							C. limicola	-	-	-	-	-	-	-	-	-
group_1464	surA_2	Chaperone SurA	4	4	1	191	6431	95.0	3522.0		1313	1313	1313	02044	02139	00014	01582							C. limicola	M	PFAM PpiC-type peptidyl-prolyl cis-trans isomerase	-	5.2.1.8	ko:K03771	-	-	-	Rotamase,Rotamase_3,SurA_N,SurA_N_3
group_1465	secF	Protein translocase subunit SecF	4	4	1	191	6430	95.0	3523.0		488	935	823	02045	02140	00013	01581							C. limicola	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secF	-	ko:K03074	M00335	-	-	SecD_SecF,Sec_GG
group_1470		hypothetical protein	4	4	1	191	4986	95.0	1956.0		140	992	779	02062	00694	01731						00771		C. limicola	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	ko:K02022	-	-	-	Biotin_lipoyl_2,HlyD,HlyD_3
group_1472	chlN	Light-independent protochlorophyllide reductase subunit N	4	4	1	191	5843	99.0	207.0		1262	1331	1296	02069	01431	02278	01983							C. limicola	F	Component of the dark-operative protochlorophyllide reductase (DPOR) that uses Mg-ATP and reduced ferredoxin to reduce ring D of protochlorophyllide (Pchlide) to form chlorophyllide a (Chlide). This reaction is light-independent. The NB-protein (BchN-BchB) is the catalytic component of the complex	bchN	1.3.7.7	ko:K04038	-	R06282	RC01008	Oxidored_nitro
group_1474	gcvPA	putative glycine dehydrogenase (decarboxylating) subunit 1	4	4	1	191	3037	97.0	300.0		1331	1331	1331	02073	02285	00647	00016							C. limicola	F	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor	gcvPA	1.4.4.2	ko:K00282	-	R01221,R03425	RC00022,RC00929,RC02834,RC02880	GDC-P
group_1475	dapA	4-hydroxy-tetrahydrodipicolinate synthase	4	4	1	191	3038	97.0	302.0		890	890	890	02074	02284	00648	00017							C. limicola	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	dapA	4.3.3.7	ko:K01714	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	DHDPS
group_1476	recN	DNA repair protein RecN	4	4	1	191	3039	97.0	303.0		1706	1706	1706	02075	02283	00649	00019							C. limicola	L	May be involved in recombinational repair of damaged DNA	-	-	ko:K03631	-	-	-	SMC_N
group_1477		hypothetical protein	4	4	1	191	2901	97.0	512.0		1520	1520	1520	02082	00580	00835	00473							C. limicola	C	tartrate metabolic process	fumB	4.2.1.2	ko:K01676,ko:K01678	M00009,M00011,M00173,M00374,M00620	R01082	RC00443	Fumerase,Fumerase_C
group_1479		hypothetical protein	4	4	1	191	6634	96.0	617.0		677	698	692	02097	00381	00197	01501							C. limicola	C	PFAM 4Fe-4S ferredoxin, iron-sulfur binding domain protein	-	-	ko:K08941	M00598	-	-	Fer4_7
group_1480	ppm1	Polyprenol monophosphomannose synthase	4	4	1	191	6635	96.0	616.0		749	749	749	02098	00380	00198	01502							C. limicola	S	PFAM glycosyl transferase family 2	-	2.4.1.83	ko:K00721	-	R01009	RC00005	Glycos_transf_2
group_1481		hypothetical protein	4	4	1	191	1717	95.0	3038.0		965	965	965	02102	02174	01303	01889							C. limicola	L	Transposase	-	-	-	-	-	-	Y1_Tnp
group_1484	ilvD	Dihydroxy-acid dehydratase	4	4	1	191	3162	97.0	428.0		623	1697	1428	02111	00516	00768	01031							C. limicola	EG	Belongs to the IlvD Edd family	ilvD	4.2.1.9	ko:K01687	M00019,M00570	R01209,R04441,R05070	RC00468,RC01714	ILVD_EDD
cysE_1		Serine acetyltransferase	4	4	1	191	2811	97.0	684.0		794	827	802	02114	00657	00916	00184							C. limicola	E	PFAM transferase hexapeptide repeat containing protein	-	2.3.1.30	ko:K00640	M00021	R00586	RC00004,RC00041	Hexapep,SATase_N
group_1486	hemB	Delta-aminolevulinic acid dehydratase	4	4	1	191	2809	97.0	686.0		308	986	816	02116	00659	00918	00182							C. limicola	H	Belongs to the ALAD family	hemB	4.2.1.24	ko:K01698	M00121	R00036	RC00918,RC01781	ALAD
group_1488	clpY	ATP-dependent protease ATPase subunit ClpY	4	4	1	191	2230	95.0	3241.0		1472	1472	1472	02127	01288	01157	01079							C. limicola	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis	hslU	-	ko:K03667	-	-	-	AAA_2,ClpB_D2-small
group_1490		hypothetical protein	4	4	1	191	2265	95.0	3275.0		593	593	593	02141	01313	01133	01629							C. limicola	S	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)	-	-	-	-	-	-	NT5C
group_1491		hypothetical protein	4	4	1	191	2266	95.0	3276.0		806	806	806	02142	01314	01132	01628							C. limicola	O	PFAM Thioredoxin domain	-	-	ko:K05838	-	-	-	TPR_20,Thioredoxin
group_1492		hypothetical protein	4	4	1	191	2270	95.0	3280.0		644	644	644	02145	01317	01129	01626							C. limicola	-	-	-	-	-	-	-	-	-
group_1498	ffh	Signal recognition particle protein	4	4	1	191	1538	95.0	1533.0		1094	1349	1285	02157	00482	01446	00544							C. limicola	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	ffh	3.6.5.4	ko:K03106	M00335	-	-	SRP54,SRP54_N,SRP_SPB
baiN		3-dehydro-bile acid delta(4,6)-reductase	4	4	1	191	4526	95.0	1499.0		227	1358	1075	02167	01666	01479	00746							C. limicola	S	HI0933 family	-	-	ko:K07007	-	-	-	HI0933_like
group_1547	atoC_1	Regulatory protein AtoC	4	4	1	191	2784	97.0	711.0		1439	1445	1441	00110	00681	00940	01014							C. limicola	T	phosphorelay signal transduction system	-	-	ko:K07713,ko:K07714	M00499,M00500	-	-	HTH_8,Response_reg,Sigma54_activat
group_1589	radA	DNA repair protein RadA	4	4	1	191	2240	95.0	3251.0		1367	1373	1371	01953	01295	01150	01072							C. limicola	L	DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function	radA	-	ko:K04485	-	-	-	ATPase,ChlI
mshA_5		D-inositol-3-phosphate glycosyltransferase	4	4	1	191	57	104.0	14.0		1097	1097	1097					00681	00876	01381			00695	Chlorobium MAG	H	PFAM glycosyl transferase group 1	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
group_161	clpC	Negative regulator of genetic competence ClpC/MecB	4	4	1	191	3889	96.0	715.0		587	2543	1880					00703	00850	01492			01504	Chlorobium MAG	O	ATPase associated with various cellular activities, AAA_5	-	-	ko:K03696	-	-	-	AAA,AAA_2,ClpB_D2-small,Clp_N,UVR
group_1639	ykfA	putative murein peptide carboxypeptidase	4	4	1	191	6448	95.0	3508.0		947	962	958	01034	02126	00027	00357							C. limicola	V	PFAM peptidase U61, LD-carboxypeptidase A	-	3.4.17.13	ko:K01297	-	-	-	Peptidase_S66
group_1640		hypothetical protein	4	4	1	191	6408	95.0	3545.0		452	455	452	00037	02159	02607	00532							C. limicola	S	Protein of unknown function (DUF1232)	-	-	-	-	-	-	DUF1232
group_1697		hypothetical protein	4	4	1	191	688	103.0	37.0		707	995	923						00957	01679	01324		01488	Chlorobium MAG	-	-	-	-	-	-	-	-	-
group_1709		hypothetical protein	4	4	1	191	1949	95.0	720.0		719	737	729					00909		00322	00210		01046	Chlorobium MAG	-	-	-	-	-	-	-	-	YXWGXW
group_1731		hypothetical protein	4	4	1	191	5397	95.0	1055.0		809	809	809					00009	01505	01430			00002	Chlorobium MAG	M	TIGRFAM TonB family protein	-	-	ko:K03832	-	-	-	TonB_C
tolQ_1		Tol-Pal system protein TolQ	4	4	1	191	5400	95.0	1052.0		746	746	746					00012	01320	01433			00005	Chlorobium MAG	U	PFAM MotA TolQ ExbB proton channel	-	-	ko:K03561	-	-	-	MotA_ExbB
group_177		hypothetical protein	4	4	1	191	4862	95.0	571.0		446	527	486					00848	00018	01527			00488	Chlorobium MAG	-	-	-	-	-	-	-	-	-
group_1774	hisH	Imidazole glycerol phosphate synthase subunit HisH	4	4	1	191	4162	95.0	2370.0		605	605	605					00067		01176	00438		00060	Chlorobium MAG	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR	hisH	-	ko:K02501	M00026	R04558	RC00010,RC01190,RC01943	GATase
dapB		4-hydroxy-tetrahydrodipicolinate reductase	4	4	1	191	4175	95.0	2386.0		746	746	746					00097	01013	01342			00090	Chlorobium MAG	E	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	dapB	1.17.1.8	ko:K00215	M00016,M00525,M00526,M00527	R04198,R04199	RC00478	DapB_C,DapB_N
mnmA		tRNA-specific 2-thiouridylase MnmA	4	4	1	191	5573	95.0	2559.0		1073	1073	1073					00102	01355	01337			00095	Chlorobium MAG	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	mnmA	2.8.1.13	ko:K00566	-	R08700	RC02313,RC02315	tRNA_Me_trans
estB		Carboxylesterase 2	4	4	1	191	5572	95.0	2561.0		671	671	671					00103	01356	01336			00096	Chlorobium MAG	S	PFAM phospholipase Carboxylesterase	-	-	ko:K06999	-	-	-	Abhydrolase_2
group_1805		6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating	4	4	1	191	5560	95.0	2572.0		899	899	899					00114	00486	01326			00107	Chlorobium MAG	C	PFAM 6-phosphogluconate dehydrogenase domain protein	-	1.1.1.343,1.1.1.44	ko:K00033	M00004,M00006	R01528,R10221	RC00001,RC00539	6PGD,NAD_binding_2
